run_id,seed,task_num,task_division,n_samples,min_class_count,max_class_count,mean_class_count,class_trn_acc,class_val_acc,cl_loss,actn_loss,actn_acc,emd,row_emd,cross_cl_loss,cross_actn_loss,cross_actn_acc,cross_emd,cross_row_emd,mtx_type,n_epochs,lr,cl_eps,shuffle_empty,method,incl_extra,calc_loss_in_aligned_basis,detach_cl_vecs,cl_1d,cl_loss_type,early_stop_patience,fig_every,rot_dtype,incl_cl_loss,incl_actn_loss,extra_dims,dupl_rank,zero_rank,cov_strength,n_samples_per_class,mask_dims
1764028435.0343552,44444,1,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.0008349517593160272,0.12297645211219788,0.9950000047683716,3.838738441467285,0.009025518782436848,0.008276417851448059,0.11041127890348434,0.9975000023841858,3.8206419944763184,0.008419438265264034,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028450.2168794,44444,0,xor,200,100,100,100.0,1.0,1.0,0.0005609029321931303,0.02212044782936573,1.0,3.3567843437194824,0.0006252513849176466,0.004467462655156851,0.16812998056411743,0.9800000190734863,3.898989677429199,0.0010191635228693485,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028450.2168794,44444,1,xor,200,100,100,100.0,1.0,1.0,0.0006658966885879636,0.17359603941440582,0.9749999642372131,3.904116630554199,0.0013158409856259823,0.0040978253819048405,0.023254089057445526,1.0,3.3625311851501465,0.002489736769348383,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028464.4303262,44444,0,inner_square,400,100,100,100.0,1.0,1.0,0.5459794998168945,0.03484417498111725,1.0,6.225729465484619,0.14239229261875153,1.4884356260299683,0.17264658212661743,0.9549999833106995,5.609314918518066,0.1444789171218872,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028464.4303262,44444,1,inner_square,400,100,100,100.0,1.0,1.0,0.5045587420463562,0.09603289514780045,1.0,4.8968825340271,0.03767695650458336,0.5263707637786865,0.032733093947172165,1.0,5.235958099365234,0.03530728071928024,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028477.3609326,44444,0,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.1203685998916626,0.07894185185432434,1.0,3.947756767272949,0.029257772490382195,0.1073504164814949,0.07707678526639938,0.9990000128746033,3.8747997283935547,0.02359628677368164,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028477.3609326,44444,1,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.15937809646129608,0.08066201955080032,1.0,4.435451507568359,0.038242608308792114,0.19758594036102295,0.08509457856416702,0.996999979019165,4.33054256439209,0.03734429553151131,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028490.512139,44444,0,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.22565726935863495,0.09879247844219208,1.0,4.770162105560303,0.03316689282655716,0.2669266164302826,0.11453082412481308,0.9987499713897705,4.669622421264648,0.029412677511572838,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028490.512139,44444,1,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,1.1318999528884888,0.12692329287528992,1.0,4.066723823547363,0.03574969619512558,2.553710699081421,0.11206994950771332,0.9962499737739563,4.172113418579102,0.0327875055372715,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028503.0041497,44444,0,xor,200,100,100,100.0,1.0,1.0,0.21188940107822418,0.03207041323184967,1.0,3.430972099304199,0.018816400319337845,0.4159574806690216,0.2305207997560501,0.9150000214576721,4.025582313537598,0.0198015496134758,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028503.0041497,44444,1,xor,200,100,100,100.0,1.0,1.0,0.6753273010253906,0.1350182592868805,0.9950000047683716,3.982947826385498,0.021147511899471283,0.880696177482605,0.08529813587665558,0.9750000238418579,3.5245590209960938,0.0485549122095108,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028515.1590822,44444,0,inner_square,400,100,100,100.0,1.0,1.0,0.0007623666315339506,0.03123382478952408,1.0,3.987090587615967,0.005464575253427029,0.009991604834794998,0.1319153904914856,0.9900000095367432,3.617255926132202,0.006205165758728981,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028515.1590822,44444,1,inner_square,400,100,100,100.0,1.0,1.0,0.23573078215122223,0.11081995069980621,0.9925000071525574,3.6325550079345703,0.0037551196292042732,0.025775250047445297,0.055502425879240036,1.0,4.068447113037109,0.0544184148311615,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028530.5335953,44444,0,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.09819260239601135,0.06082853674888611,1.0,3.6874794960021973,0.008233444765210152,0.012816296890377998,0.06038975343108177,1.0,3.6870219707489014,0.006200682837516069,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028530.5335953,44444,1,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.10462227463722229,0.06448349356651306,1.0,3.698084831237793,0.006996384356170893,0.005726225208491087,0.0648430660367012,1.0,3.6898136138916016,0.008887548930943012,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028546.3737469,44444,0,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.1206539198756218,0.09492915123701096,1.0,3.8182616233825684,0.0056023793295025826,0.004320233128964901,0.1067405715584755,0.9987499713897705,3.8414652347564697,0.006048296578228474,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028546.3737469,44444,1,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.0006061185267753899,0.10150010138750076,0.9987499713897705,3.826925277709961,0.005105921532958746,0.004395308904349804,0.09125103056430817,1.0,3.806163787841797,0.004748987499624491,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028561.9088888,44444,0,xor,200,100,100,100.0,1.0,1.0,0.00045051166671328247,0.022224539890885353,1.0,3.360355854034424,0.0009780034888535738,0.004331371281296015,0.16811533272266388,0.9750000238418579,3.9040021896362305,0.0012167246313765645,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028561.9088888,44444,1,xor,200,100,100,100.0,1.0,1.0,0.0006965096108615398,0.15712156891822815,0.9899999499320984,3.9027719497680664,0.0015289848670363426,0.004729775246232748,0.025222843512892723,1.0,3.3653652667999268,0.0038061197847127914,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028577.9390981,55555,0,inner_square,400,100,100,100.0,1.0,1.0,0.0007116915076039732,0.056846920400857925,1.0,4.240241527557373,0.005776241421699524,0.009599943645298481,0.09275447577238083,0.9925000071525574,4.024598121643066,0.004067182075232267,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028577.9390981,55555,1,inner_square,400,100,100,100.0,1.0,1.0,0.2858388125896454,0.08941980451345444,0.9950000047683716,3.9954159259796143,0.006305636838078499,0.02424224279820919,0.07483968138694763,0.9975000023841858,4.288678169250488,0.0508304238319397,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028595.6858008,55555,0,og_noholdouts,1000,100,100,100.0,1.0,1.0,0.09866872429847717,0.07634348422288895,1.0,3.7308590412139893,0.009752761572599411,0.005312560126185417,0.07445289194583893,1.0,3.7075576782226562,0.007056818343698978,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028595.6858008,55555,1,og_noholdouts,1000,100,100,100.0,1.0,1.0,0.08672311902046204,0.07394686341285706,1.0,3.707040309906006,0.006815923377871513,0.00555570749565959,0.07627338171005249,1.0,3.7389001846313477,0.009897656738758087,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028612.078878,55555,0,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.13315953314304352,0.0801103413105011,1.0,3.6248819828033447,0.0035560657270252705,0.004557889420539141,0.10726489126682281,0.9975000023841858,3.5319013595581055,0.00252815755084157,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028612.078878,55555,1,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.0006353035569190979,0.10133327543735504,0.9975000023841858,3.5158050060272217,0.0017200205475091934,0.0041822087951004505,0.07555028051137924,1.0,3.610023260116577,0.0020959414541721344,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028627.3248844,55555,0,xor,200,100,100,100.0,1.0,1.0,0.0036718337796628475,0.012303140014410019,1.0,3.1013739109039307,0.0022285475861281157,0.014399086125195026,0.07786780595779419,0.9750000238418579,3.7284045219421387,0.0016340822912752628,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028627.3248844,55555,1,xor,200,100,100,100.0,1.0,1.0,0.0005167972994968295,0.06775912642478943,1.0,3.729553699493408,0.0008016343927010894,0.0032013284508138895,0.010305684991180897,1.0,3.0948739051818848,0.0013000351609662175,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028641.824944,55555,0,inner_square,400,100,100,100.0,1.0,1.0,1.220643162727356,0.04195382073521614,1.0,5.674350738525391,0.15835876762866974,3.7735486030578613,0.1778917759656906,0.9524999856948853,5.092730522155762,0.09368938952684402,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028641.824944,55555,1,inner_square,400,100,100,100.0,1.0,1.0,0.4185909926891327,0.0747833177447319,0.9950000047683716,5.312624454498291,0.05582283064723015,0.520232617855072,0.08550021797418594,0.9825000166893005,5.781869888305664,0.14590297639369965,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028654.1279752,55555,0,og_noholdouts,1000,100,100,100.0,1.0,1.0,0.19093436002731323,0.08924029767513275,1.0,4.122968673706055,0.03683427721261978,0.28124043345451355,0.0923110768198967,0.9980000257492065,4.045085906982422,0.026607686653733253,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028654.1279752,55555,1,og_noholdouts,1000,100,100,100.0,1.0,1.0,0.19184426963329315,0.07919355481863022,1.0,4.194324016571045,0.02080688253045082,0.24947090446949005,0.07821083813905716,0.9990000128746033,4.172571659088135,0.02348545379936695,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028667.0632694,55555,0,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.23993900418281555,0.09322821348905563,1.0,4.10733699798584,0.038313090801239014,0.2691573202610016,0.1285279393196106,0.9975000023841858,3.96232271194458,0.038918256759643555,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028667.0632694,55555,1,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.39604467153549194,0.10379254072904587,1.0,3.887007236480713,0.014269249513745308,0.8718603849411011,0.07741426676511765,1.0,4.046960353851318,0.014973052777349949,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028679.7952592,55555,0,xor,200,100,100,100.0,1.0,1.0,0.3112436532974243,0.04133018106222153,1.0,3.3620641231536865,0.050630129873752594,0.4250681698322296,0.14816516637802124,0.9399999976158142,4.045148849487305,0.07757557183504105,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028679.7952592,55555,1,xor,200,100,100,100.0,1.0,1.0,0.3842444121837616,0.06452536582946777,1.0,3.8005123138427734,0.007144797593355179,0.6197689771652222,0.011876692995429039,1.0,3.1405529975891113,0.009717152453958988,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028691.7871788,55555,0,inner_square,400,100,100,100.0,1.0,1.0,0.0007308326312340796,0.052523814141750336,1.0,4.287806510925293,0.007298655342310667,0.00989195890724659,0.0952201634645462,0.9925000071525574,4.031207084655762,0.00439236406236887,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028691.7871788,55555,1,inner_square,400,100,100,100.0,1.0,1.0,0.21573980152606964,0.08519759774208069,0.9950000047683716,4.0118913650512695,0.0059831393882632256,0.02233610302209854,0.07638981193304062,0.9950000047683716,4.259936809539795,0.04603290185332298,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028706.7836785,55555,0,og_noholdouts,1000,100,100,100.0,1.0,1.0,0.09861728549003601,0.07107556611299515,1.0,3.721799612045288,0.008456921204924583,0.004477327223867178,0.07027116417884827,1.0,3.697962999343872,0.005395498126745224,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028706.7836785,55555,1,og_noholdouts,1000,100,100,100.0,1.0,1.0,0.0787455216050148,0.0743446797132492,1.0,3.707099676132202,0.006993171758949757,0.005727481096982956,0.07664243131875992,1.0,3.7349884510040283,0.009788102470338345,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028721.0521867,55555,0,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.1355697065591812,0.07531119138002396,1.0,3.6148788928985596,0.0021641897037625313,0.0038528230506926775,0.10191182047128677,0.9987499713897705,3.524925708770752,0.0017257742583751678,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028721.0521867,55555,1,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.0006193279987201095,0.10159880667924881,0.9975000023841858,3.5177853107452393,0.0017445075791329145,0.004239133559167385,0.07590426504611969,1.0,3.611104726791382,0.0021529681980609894,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028736.1697445,55555,0,xor,200,100,100,100.0,1.0,1.0,0.000968301435932517,0.010472040623426437,1.0,3.0979084968566895,0.0007618864765390754,0.005542995873838663,0.06736334413290024,1.0,3.7304530143737793,0.0018976381979882717,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028736.1697445,55555,1,xor,200,100,100,100.0,1.0,1.0,0.0005360762006603181,0.06205693259835243,1.0,3.7363028526306152,0.0009794204961508512,0.003162527224048972,0.009989799000322819,1.0,3.091277599334717,0.001172070624306798,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
